video_id,title,description,published_at,view_count,like_count,comment_count,duration,source
c93Vl5qve7c,Ross Coulthart Investigates Impossible Models and UFO Clues in Egypt | Backscroll,"On today’s episode of Backscroll, NewsNation joins Ross Coulthart as he investigates mysterious Egyptian artifacts and explores compelling claims of ancient UFO evidence hidden in plain sight.",2025-09-22T18:00:41Z,92765,2094,202,PT2H4M40S,initial_dump
iGpH1bEWLUY,Ross Coulthart on a proposed amendment that would give more protections for whistleblowers,,2025-09-22T15:01:19Z,5947,212,3,PT53S,initial_dump
ChijUGPwUks,Reality Check: Ross Coulthart unveils new UAP video & veteran supports whistleblower l Backscroll,"On today’s episode of Backscroll, Ross Coulthart reveals a new UAP video and whistleblower insights, while military veteran Don Paul Bales shares why he believes in the UAP disclosures.",2025-09-21T18:00:11Z,56059,1568,163,PT2H3M5S,initial_dump
Kap5lIVLWuo,"“It doesn’t appear to be any malevolent intent,” Ross Coulthart says about NHI threats",,2025-09-21T15:00:37Z,8387,208,4,PT50S,initial_dump
nrLVpWBxHRA,Ross Coulthart weighs in on ‘Roswell Incident’ video | NewsNation Prime,"A nearly 22-minute video titled “The Roswell Incident” has been quietly uploaded to the National Archives, reigniting interest in an alleged UFO crash in New Mexico in 1947. Investigative journalist Ross Coulthart tells “NewsNation Prime” there is no known archival footage of the incident, and someone is “just having a bit of a fun game.”

#UFO #UAP #Roswellincident

""NewsNation Prime"" is America’s source for unbiased news offering a full range of perspectives from across the U.S. Weekends starting at 7p/6C. #Prime

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-09-21T03:35:05Z,295009,5183,454,PT5M46S,initial_dump
vBAoQJg3krk,Are NHI a threat? Ross Coulthart answers viewer questions on the latest episode of “Realty Check.”,,2025-09-20T14:01:33Z,12760,399,14,PT1M,initial_dump
d3JfVxFsYy0,Ross Coulthart Q&A: ‘Bad aliens’ and 3I/Atlas | Reality Check,"Ross Coulthart answers your questions about 3I/Atlas, non-disclosure agreements affecting whistleblowers and shifting spiritual beliefs around the UAP topic.

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 
Email your questions to RealityCheck@NewsNationNow.com 
NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTER SUMMARY:
1:18 Why are UAPs framed as a threat?
5:08 Why are whistleblower NDAs still valid?
11:33 3I/Atlas
18:14 Anomalous artificial reflectors in space
22:52 Ascension on Earth?
25:16 Has Ross’ views on spirituality changed since covering the UAP topic?
29:13 What is the Skywatcher dog whistle?

CREDITS:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Irit Nayden",2025-09-20T14:00:06Z,344023,6621,694,PT31M29S,initial_dump
gfxQCXoM_Co,Exclusive video: Former Green Beret says he can summon UAPs | Reality Check,"Ross Coulthart sits down with former Green Beret ""Magic"" Mike Battista to look at exclusive footage Battista took from his own backyard, which he says shows he can summon UAPs using psionic abilities.

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

2:36 WHEN DID THE PSIONIC ABILITIES START?
5:55 GREEN BERET INTUITION
8:40 COMMUNICATING WITH THE CUBE
9:36 LANDING INCIDENT
20:54 WORK IN UTAH
26:26 CONNECTION
34:44 WINGED OBJECT
39:29 SECOND VIDEO
53:24 DID MIKE SUFFER MISSING TIME?
56:30 CAN MIKE CONTROL CRAFTS IN HIS MIND?
57:27 FABRICATED VIDEOS?
1:06:55 SKYWATCHER
1:08:35 WHAT ARE THESE BEINGS?
1:10:45 WHY DID THE BEINGS SHOW THEMSELVES TO MIKE?
1:15:50 WAS THERE AN INTENTION BEHIND APPEARANCES?
1:16:50 WHAT DOES MIKE WANT TO DO WITH PSIONIC ABILITIES?
1:23:30 GOV. DENIES UAP",2025-09-18T22:00:06Z,383672,10423,2482,PT1H23M57S,initial_dump
f_3rihoxlLs,Reality Check: Officer backs UAP whistleblower & NJ mayor on Trump's drone response l Backscroll,"On today’s episode of Backscroll, a former nuclear officer and Green Beret expresses belief in the UAP whistleblower, and a New Jersey mayor speaks out against Trump’s drone policies.",2025-09-18T18:00:42Z,14166,269,26,PT1H53M2S,initial_dump
IhxdkrUlTUA,U.S. Marine 'forced into silence' over 1997 UAP incident at 29 Palms base | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart sits down with former U.S. Marine Sgt. Roderick Castle and a researcher who goes by the name ""UAP Gerb."" Together, they pick apart Castle's UAP experience on U.S. Marine base 29 Palms in 1997. What does this aircraft have in common with other first-hand accounts? And why does this story seem to be directly related to former U.S. Marines Michael Herrera and Jonathan Wagant? Castle also speaks about the PTSD he endured from this incident, why U.S. Marines forced him into silence and how he is trying to break the UAP stigma.

https://youtube.com/@UAPGerb?si=JXvAOUbqV0j3uwGW

CHAPTERS LIST
0:00 - 4:04 - INTRO
4:05 - 14:29 - CASTLE'S UAP EXPERIENCE
14:30 - 19:07 - GERB'S BREAKDOWN
19:08 - 22:22 - WAS THIS VIOLENCE WARRENTED?
22:23 - 25:51 - SIMILARITIES TO HERRERA & WAGANT
25:52 - 34:48 - WHY ARE MARINES BEING THREATENED WITH DEATH?
34:49 - 39:29 - UAP TRAUMA IN THE MARINE CORPS
39:30 - 39:59 - WHY CAN'T ALL EVIDENCE BE REVEALED TO THE PUBLIC?
42:00 - 51:38 - WHAT DOES GERB THINK THIS WAS?
51:39 - END - OUTRO

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio",2025-09-16T20:00:06Z,642747,8324,962,PT54M8S,initial_dump
HgbsLnpd5ds,"Reality Check: Skywatcher discoveries & Ross Coulthart on Grusch, Giza & Turin secrets l Backscroll","On today’s episode of Backscroll, explore Jake Barber’s Skywatcher findings of unknown objects and Ross Coulthart’s Q&A covering David Grusch, the pyramids of Giza, and the mysterious Shroud of Turin.",2025-09-15T18:00:25Z,46320,1447,212,PT1H55M1S,initial_dump
U5_WMxv_lyo,Ross Coulthart Q&A: Is the new UAP video real? Is there life on Mars? | Reality Check,"In this week's episode of “Reality Check: Q&A,” Ross Coulthart tackles questions about the news of possible signs of life found on Mars, Congress’ UAP hearing and what comes after disclosure. 

“Reality Check” host Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week.

#UFO #UAP #mars 

UFO whistleblower Jake Barber would '100% testify' under oath to Congress | Reality Check: UFO whistleblower Jake Barber would '100% testify' under oath to Congress | Reality Check

Jake Barber: Skywatcher is ‘finding things that are not known objects' | Reality Check: Jake Barber: Skywatcher is ‘finding things that are not known objects' | Reality Check

UFO whistleblower David Grusch: 'We are not alone' | Official Ross Coulthart NewsNation interview: UFO whistleblower David Grusch: 'We are not alone' | Official Ross Coulthart NewsNation interview

FULL House UAP hearing with analysis by Ross Coulthart | NewsNation: FULL House UAP hearing with analysis by Ross Coulthart | NewsNation

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Sarah Jackson

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
00:22 Life on Mars?
2:30 UAP/Hellfire missile video
10:09 Video analysis
11:22 Why is the U.S. govt shooting at UAPs
14:32 Immunity for congressional witnesses
16:27 Should Congress stop funding the CIA?
24:14 Whistleblower protections/secrecy
25:49 What follows disclosure?
29:36 The Alaskan black pyramids",2025-09-14T14:00:06Z,420348,7389,1365,PT32M24S,initial_dump
MIhai1mDhxo,"Reality Check: Baltic Sea UFO, project blue beam & AI on disclosure accountability l Backscroll","On today’s episode of Backscroll, dive into the Baltic Sea UFO discovery, Ross Coulthart’s insights on Project Blue Beam and mysterious drones, plus an AI director’s take on disclosure and accountability.",2025-09-13T15:00:41Z,81842,2166,341,PT2H7M3S,initial_dump
kpEZ8bTnkr8,Reality Check: UFO whistleblower & Aussie skinwalker ranch scientist l Backscroll,"On today’s episode of Backscroll, hear from an Air Force veteran about working with a UFO whistleblower and explore a scientist’s account of strange phenomena at Australia’s Skinwalker Ranch.",2025-09-11T18:00:56Z,39543,962,141,PT1H36M36S,initial_dump
qBTbsvfBrnA,UAP video from hearing signals ‘turning point’ for America: Ross Coulthart | CUOMO,"Ross Coulthart, a journalist, and Luis Elizondo, the former head of the government's ""Advanced Aerospace Threat Identification Program,” join “CUOMO” to discuss the significance of Tuesday's UAP hearing. ""This is a significant problem from a strategic perspective, from a tactical perspective, from a national security perspective,” Elizondo says.
#uaphearing #america #ufos

Chris Cuomo hosts ""CUOMO,"" a no-nonsense show featuring the day's most important news from all perspectives. ""CUOMO"" airs weeknights at 8p/7C on NewsNation. #CUOMO

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij",2025-09-10T00:54:56Z,416191,6642,2427,PT4M36S,initial_dump
8XZpOFGlrmQ,Exclusive: Senator confident UAP Disclosure Amendment will stay in NDAA | Reality Check,"NewsNation's Joe Khalil caught up with Sen. Mike Rounds, R-S.D., for an exclusive interview after a historic UAP hearing. Rounds says the UAP Disclosure Amendment remains in the National Defense Authorization Act.

#uap #ndaa #ufo

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson Associate Producers: Will Tomasi, Rebecca Pacchiano
Editor: John Knock

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
00:00 Joe Khalil welcome
00:55 Senator Rounds exclusive interview
01:55 Rep. Burlison's new UAP video
05:20 George Knapp after the UAP hearing",2025-09-09T22:55:15Z,77476,1569,235,PT11M59S,initial_dump
fKIcd3bfUhI,FULL House UAP hearing with analysis by Ross Coulthart | NewsNation,"A historic House subcommittee hearing Tuesday included never-before-seen video shared by Rep. Eric Burlison, R-Mo.,  which allegedly shows a Hellfire missile shot from a drone fail to take down an unidentified “orb.” 

Taken on Oct. 30, 2024, off the coast of Yemen, the video appears to show the missile bounce off the object rather than destroy it.

In addition to the video, Tuesday's hearing centered on unidentified anomalous phenomena, government disclosure and protection for whistleblowers. 

NewsNation special correspondent and investigative journalist Ross Coulthart watched along and gave his analysis, live on stream.

0:00 Countdown to Livestream
0:59 UAP Hearing Pre-Show with Ross Coulthart and Meagan Ourada
15:38 UAP Hearing Begins - Rep. Luna's opening remarks
23:37 Ross reacts to Rep. Luna and Rep. Crockett offers her opening remarks
28:17 Witnesses introduced and sworn in
31:49 Jeffrey Nuccetelli, former military police officer, gives opening statement
38:01 U.S. Navy Senior Chief Petty Officer Alexandro Wiggins gives opening statement
43:28 journalist George Knapp gives opening statement
51:25 U.S. Air Force veteran Dylan Borland gives opening statement
58:02 Joe Spielberger, a policy counsel for the Project on Government Oversight gives opening statement
1:03:15 Rep. Luna begins first line of questioning
1:07:40 Dylan Borland speaks about AARO's former leader Sean Kirkpatrick
1:09:00  Rep. Moskowitz questioning
1:16:28 Rep. Mace questioning
1:40:32 Rep. Burlison (with David Grusch in background) reveals new alleged UFO video surviving Hellfire missile strike
2:48:45 UAP Hearing Post-Show begins with LIVE viewer questions
3:14:42 George Knapp gives interview to NewsNation's Joe Khalil

Links:
NN's George Knapp documentary and Robert Bigelow interview:
https://youtu.be/hD7uPnXQDSo?si=bRPbcN7WjYSx96zf
https://youtu.be/6u7-_kSP0wU?si=trQuo8KNHWMR460B
https://youtu.be/Gn3o7uC8yq4?si=DkHVBWUizaOPMy5t
https://youtu.be/9Sv66dG6Ldc?si=MeK6XWjnT-gNPHFW

Ross Coulthart interviews with people mentioned in the hearing:
David Grusch: https://youtu.be/RBAISwCZ2v0?si=I-FZgKNVaT0hEzd0
Michael Herrera: https://youtu.be/RhrH0KzKft4?si=uAtkcjdH-W7rhCSp
Tim Gallaudet: https://youtu.be/rEYDY2EMm8c?si=tEuS0k6w1uS3fTDh
Lue Elizondo: https://youtu.be/wgM5V44eQHU?si=g_73cgmhO-733Htj
Chris Mellon: https://youtu.be/IYShNNH3UTM?si=mRb7jLmIMIMpoUYg
Rep. Tim Burchett: https://youtu.be/c5iPtsQy2cg?si=x_olEcAM7eJAltQ0
Ryan Graves: https://youtu.be/QjVJLO6CK2I?si=MsZiifuyrg_cYjoH

Previous UAP hearings:
https://youtu.be/vUnKRknLVSA?si=c-cjF5YUsnPiIdFW
https://www.youtube.com/live/bEMVdPqMjHI?si=G1Xho-U5hHtzq6q4

Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producers: Will Tomasi, Rebecca Pacchiano
Tech Managers: Mike Ewing, Brett Kotheimer

NewsNation is your source for fact-based, unbiased news for all Americans. 

More from NewsNation: https://www.newsnationnow.com/
Get our app: https://trib.al/TBXgYpp
Find us on cable: https://trib.al/YDOpGyG
How to watch on TV or streaming: https://trib.al/Vu0Ikij

FOLLOW THE TEAM ON SOCIAL MEDIA
Ross
https://www.instagram.com/rosscoulthart/
https://x.com/rosscoulthart

Producer Meagan
https://www.instagram.com/producermeagan/
https://x.com/MeaganOurada

Reality Check
https://www.instagram.com/realitychecknn/
https://www.tiktok.com/@realitychecknn

NewsNation
https://www.instagram.com/newsnationnow/
https://x.com/NewsNation
https://www.tiktok.com/@newsnationnow",2025-09-09T17:27:56Z,334601,9655,1268,PT3H27M32S,initial_dump
b9XsPZPTVPI,Reality Check: Jacques Vallée on Project Blue Book & Ross Coulthart’s Age of Disclosure l Backscroll,"On today’s episode of Backscroll, dive into Jacques Vallée’s insights on Project Blue Book, space travel, and military secrecy alongside Ross Coulthart’s discussion on the Immaculate Constellation and the Age of Disclosure.",2025-09-08T18:00:37Z,17946,459,80,PT1H24M13S,initial_dump
pbU4Niz3g7c,Coulthart on upcoming UAP hearing 'dog and pony show?',"Ross Coulthart breaks down his thoughts on the upcoming UAP hearing in Congress.

Watch the latest ""Reality Check"" Q&A: https://youtu.be/EbPvjwSgg-E

#UAP #Congress #congressionalhearing",2025-09-08T16:01:25Z,10467,360,13,PT53S,initial_dump
X8YaQ4cUie0,"Coulthart on TicTacs, Lockheed Martin: 'Prove me wrong!'","Ross Coulthart calls out people who think he's been compromised.

Watch the latest ""Reality Check"" Q&A: https://youtu.be/EbPvjwSgg-E

#LockheedMartin #TicTac #UAP",2025-09-08T00:00:39Z,22485,804,85,PT57S,initial_dump
ZqPWcUa2bqE,Coulthart: 'Remote viewing operations are happening',"Ross Coulthart says he knows of classified operations by the U.S. 

Watch the latest ""Reality Check"" Q&A: https://youtu.be/EbPvjwSgg-E

#classified #USgovernment #RealityCheck",2025-09-07T16:00:56Z,26750,1020,81,PT42S,initial_dump
EbPvjwSgg-E,"Ross Coulthart Q&A: Witnesses named for UAP hearing, rumors of psyop against Ross | Reality Check","Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week. 

In this week's episode, Coulthart tackles questions about an upcoming congressional UAP hearing and his interview with UAP witness and veteran Caison Best. Additionally, he speaks on whether there is a psyop against him. 

Join Ross and Meagan Ourada on September 9th, 2025, for the live stream of the congressional UAP hearing. Watch Ross' reaction and his answers to viewer questions.

#UAP #whistleblower #RossCoulthart

Caison Best interview: https://www.youtube.com/watch?v=74ud-5Ld48Y&t=181s
Telepathy Tapes interview: https://www.youtube.com/watch?v=fHp43kKxatM
Russell Targ interview: https://www.youtube.com/watch?v=5NHQBoEmYBo

SOCIALS:
https://www.instagram.com/realitychecknn/
https://www.instagram.com/newsnationnow/
https://www.instagram.com/producermeagan/
 
https://x.com/rosscoulthart
https://x.com/NewsNation
https://x.com/MeaganOurada
 
https://www.tiktok.com/@realitychecknn
https://www.tiktok.com/@newsnationnow

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Sarah Jackson & Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS
00:00-1:57 New information on UAP congressional hearing 
1:57 -5:02 Exclusive reaction from Rep. Anna Paulina Luna 
5:02-11:01 Questions on whistleblower Caison Best 
11:01-15:28 Are there FAA whistleblowers? 
15:28-19:46 Telepathy Tapes interview and Stargate 
19:46-23:15  TicTac and psyop reaction 
23:15-25:41 Is there a Cobra Sims operation? 
25:41-31:20 Why are ""aliens"" making themselves fully public? 
31:20-END UAP hearing coverage live with Ross and Meagan",2025-09-07T15:00:06Z,171361,4272,797,PT32M29S,initial_dump
uQ1WoSI-pKg,"Reality Check: Ross Coulthart on Elon Musk, UAPs & Doctor’s Psychic Autism Study l Backscroll","On today’s episode of Backscroll, Ross Coulthart discusses Elon Musk, U.S. disclosure, and summoning UAPs, while a doctor explores psychic abilities in autistic children in the ‘Telepathy Tapes.’",2025-09-06T15:01:29Z,27946,1111,167,PT1H35M43S,initial_dump
CwT63XtcUCk,Reality Check: UFO whistleblower Jake Barber ready to testify under oath | Backscroll,"On today’s episode of Backscroll, UFO whistleblower Jake Barber declares he would “100% testify” under oath to Congress, shedding light on undisclosed UFO information.",2025-09-04T19:00:10Z,36187,853,211,PT2H47M55S,initial_dump
i74egLARaiQ,Coulthart: 'UFOs crash because the US brings them down',"Ross Coulthart addresses possible reasons for UFO crashes.

Watch full ""Reality Check"" Q&A: https://youtu.be/Eb4ICVPOUlI

#UFO #RossCoulthart #UAP",2025-09-03T17:01:06Z,126031,2426,359,PT58S,initial_dump
74ud-5Ld48Y,Former senior intelligence officer finds UAP by Colorado defense bunker | Reality Check,"In this episode of ""Reality Check,"" Ross Coulthart sits down with former Army Senior Intelligence Officer Caison Best. In early 2022, Best was on his way to an intelligence meeting near the Cheyenne Mountain Complex in Colorado when a UAP revealed itself to him and his teammates. Coulthart and Best discuss what this UAP could've been, AARO's unprofessionalism when Best reached out to share his report and Ryan Graves' special assistance.

Americans for Safe Aerospace
www.safeaerospace.org

NEW VIDEO: UAPs swarm US military base; How will Congress respond | Reality Check https://www.youtube.com/watch?v=QjVJLO6CK2I&t=415s 

#RossCoulthart #CaisonBest #UAP

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS
0:00 - 3:33 - Intro
3:34 - 15:29 - UAP description
15:30 - 18:14 - Why wasn't this UAP reported?
20:00 - 21:59 - Powerpoint created within 24 hours
22:00 - 23:44 - Ryan Graves' help
23:45 - 26:59 - AARO's unprofessionalism
27:00 - 32:35 - Why was this UAP not a balloon?
32:36 - 33:59 - Best takes report to different agency
34:00 - 34:49 - Why should FBI care about UAP?
34:50 - 43:43 - How this UAP changed Best
43:44 - 55:22 - Public videos
55:23 - 57:36 - Can government admit they're wrong?
57:37 - 1:03:43 - Rep. Anna Paulina Luna
1:04:00 - 1:04:51 - Would Best testify?
1:04:52 - End - Outro",2025-09-02T21:00:06Z,1041976,13373,1833,PT1H5M36S,initial_dump
oo_O19IZBok,Coulthart: 'Tictac leak is a hoax',"Ross Coulthart calls out AI generated ""leaks.""

Watch full ""Reality Check"" Q&A: https://youtu.be/Eb4ICVPOUlI

#artificialintelligence #RossCoulthart #RealityCheck",2025-09-01T17:01:08Z,50056,915,99,PT1M,initial_dump
6GpkY3mCQDg,"Reality Check: Ross Coulthart on time tech, NHI, Roswell obstruction & Tic Tac 2.0 l Backscroll","On today’s episode of Backscroll, we dive into Ross Coulthart’s Q&A covering Tic Tac 2.0, advanced tech, and possible Air Force obstruction of UAP and Roswell investigations.

00:00 Ross Coulthart Q&A: ‘Tic Tac 2.0,’ legacy media and summoning NHI | Reality Check 
24:30 Ross Coulthart Q&A: Does the US have technology that manipulates time and space? | Reality Check 
46:48 Did the Air Force obstruct Roswell and UAP investigations? | Reality Check",2025-09-01T15:00:09Z,77492,2020,262,PT1H49M14S,initial_dump
Eb4ICVPOUlI,Ross Coulthart Q&A: New Lockheed Martin technology | Reality Check,"Ross Coulthart explores untold stories using a fact-based approach to address various topics, from unidentified aerial phenomena to other mysteries that often go unreported. Now, he is turning to viewers, answering their pressing questions each week. In this week's episode, Coulthart tackles questions about Lockheed Martin’s craft technology, foreign nations developing UAP craft and what’s going on at NSA Crane, a U.S. Navy facility in Indiana.

#LockheedMartin #RossCoulthart #UAP

CREDITS
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: Will Tomasi, Rebecca Pacchiano
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcasts-newsnation/reality-check-with-ross-coulthart/ 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

CHAPTERS
1:15 Lockheed Martin technology
5:08 Is the latest “tic tac leak” real?
7:06 Foreign nations reverse engineering UAP craft
9:33 U.S. Navy base Crane in Indiana
15:20 Do we have the whole story of The Rendlesham Forest incident?
19:20 Can former government employees under a NDA be a whistleblower?
21:52 Government not taking action on whistleblower testimony
26:44 Why do advanced technology like UAP crafts “crash?”
29:07 Has Ross ever lost trust with a source he interviewed?",2025-08-31T15:00:06Z,423938,6139,755,PT32M9S,initial_dump
GkcRPEtl0lU,"Reality Check: David Grusch’s UFO revelations, JFK Files & border wall drone probe l Backscroll","On today’s episode of Backscroll, hear UFO whistleblower David Grusch’s powerful statement on extraterrestrial life, explore the implications of newly released JFK files with a historian, and follow Ross Coulthart’s investigation into mysterious border wall drones.",2025-08-30T19:00:12Z,148021,2278,321,PT1H15M46S,initial_dump
fHp43kKxatM,Telepathy Tapes Season 2: Exclusive with Ky Dickens | Reality Check,"In this episode of “Reality Check,” Ross Coulthart sits down with Dr. Julia Mossbridge, a neuroscientist, and filmmaker Ky Dickens, creator of the podcast “The Telepathy Tapes.” Together, they discuss telepathic abilities in children with autism and how Mossbridge and Dickens conduct their research and trials. Dickens also provides an update on her new film, being released in 2026. Season two of ""The Telepathy Tapes"" premieres Sept. 24.

#telepathy #autism #realitycheck 

The Telepathy Tapes Podcast: https://www.youtube.com/channel/UCPA5cHDlwkvTM7akXINZo9w

'Telepathy Tapes' doctor probing psychic abilities in autistic children | https://www.youtube.com/watch?v=WxmCQdLLuBM

Credits:
Host: Ross Coulthart
Executive Producer: Andy Gipson
Editorial Producer: Meagan Ourada
Segment Producer: Christine Jenkinson
Associate Producer: William Tomasi
Editor: Anthony Diasio

On ""Reality Check,"" NewsNation Special Correspondent Ross Coulthart takes a fact-based approach to tackle everything from unidentified aerial phenomena (UAPs) to mysteries often missing from the headlines. 

More Reality Check: https://www.newsnationnow.com/podcast... 

Email your questions to RealityCheck@NewsNationNow.com 

NewsNation is your source for fact-based, unbiased news for all Americans. 
More from NewsNation: https://www.newsnationnow.com/ 
Get our app: https://trib.al/TBXgYpp 
Find us on your screen: https://www.joinnn.com/

Chapter Summary:
0:00 INTRO
3:08 WHAT IS TELEPATHY?
5:43 IS LOVE AT THE HEART OF THESE TAPES?
9:30 SKEPTICISM IN TELEPATHY TAPES
13:06 HOW DID TELEPATHY TAPES START?
18:00 BREAKING DOWN THE AUTISM SPECTRUM
19:26 SPELLING IN AUTISM
30:50 ARE THESE CONTROLLED EXPERIMENTS REAL?
36:28 A PEAK INTO THEIR NEW FILM
40:30 TYPES OF TELEPATHY
47:02 CHILDREN KNOWING THINGS THEY WERE NEVER TAUGHT
55:00 CAN AUTISTIC CHILDREN SPEAK TO THE DEAD?
1:00:06 THIS INVESTIGATION AND RELIGIOUS BELIEFS
1:01:23 CREATING THE TELEPATHY TAPES
1:03:29 DID KIDS GET THINGS WRONG DURING THE EXPERIMENTS?
1:14:30 KY'S NEW FILM, JULIA'S NEW PAPER",2025-08-28T22:00:06Z,195300,4597,598,PT1H17M4S,initial_dump
HylFTLt0mEE,Reality Check: UAP retrieval whistleblower & Dr. Garry Nolan on injury claims l Backscroll,"On today’s episode of Backscroll, a whistleblower reveals details about a secret UAP retrieval program and shares video evidence, while Dr. Garry Nolan analyzes the whistleblower’s injury claims.

00:00 Whistleblower reveals UAP retrieval program; object caught on video
42:00 Dr. Garry Nolan analyzes UAP whistleblower's injury claims",2025-08-27T19:00:16Z,118971,2703,271,PT1H35M1S,initial_dump
